sectorSalida;sectorLlegada;RijCorregido;flow
19-3010;49-1010;-1;0
19-3010;49-2010;-1;0
19-3010;49-2020;-1;0
19-3010;49-2090;-1;0
19-3010;49-3010;-1;0
19-3010;49-3020;-1;0
19-3010;49-3030;-1;0
19-3010;49-3040;-1;0
19-3010;49-3050;-1;0
19-3010;49-3090;-1;0
19-3010;49-9010;-1;0
19-3010;49-9020;-1;0
19-3010;49-9030;-1;0
19-3010;49-9040;-1;0
19-3010;49-9050;-1;0
19-3010;49-9060;-1;0
19-3010;49-9070;-1;0
19-3010;49-9090;-1;0
19-3010;51-1010;-1;0
19-3010;51-2010;-1;0
19-3010;51-2020;-1;0
19-3010;51-2030;-1;0
19-3010;51-2040;-1;0
19-3010;51-2090;-1;0
19-3010;51-3010;-1;0
19-3010;51-3020;-1;0
19-3010;51-3090;-1;0
19-3010;51-4010;-1;0
19-3010;51-4020;-1;0
19-3010;51-4030;-1;0
19-3010;51-4040;-1;0
19-3010;51-4050;-1;0
19-3010;51-4060;-1;0
19-3010;51-4070;-1;0
19-3010;51-4110;-1;0
19-3010;51-4120;-1;0
19-3010;51-4190;-1;0
19-3010;51-5110;-1;0
19-3010;51-6010;-1;0
19-3010;51-6020;-1;0
19-3010;51-6030;-1;0
19-3010;51-6040;-1;0
19-3010;51-6050;-1;0
19-3010;51-6060;-1;0
19-3010;51-6090;-1;0
19-3010;51-7010;-1;0
19-3010;51-7020;-1;0
19-3010;51-7040;-1;0
19-3010;51-8010;-1;0
19-3010;51-8020;-1;0
19-3010;51-8030;-1;0
19-3010;51-8090;-1;0
19-3010;51-9010;-1;0
19-3010;51-9020;-1;0
19-3010;51-9030;-1;0
19-3010;51-9040;-1;0
19-3010;51-9050;-1;0
19-3010;51-9060;-1;0
19-3010;51-9070;-1;0
19-3010;51-9080;-1;0
19-3010;51-9110;-1;0
19-3010;51-9120;-1;0
19-3010;51-9150;-1;0
19-3010;51-9190;-1;0
19-3010;53-1000;-1;0
19-3010;53-2010;-1;0
19-3010;53-2020;-1;0
19-3010;53-2030;-1;0
19-3010;53-3010;-1;0
19-3010;53-3020;-1;0
19-3010;53-3030;-1;0
19-3010;53-3040;-1;0
19-3010;53-3090;-1;0
19-3010;53-4010;-1;0
19-3010;53-4020;-1;0
19-3010;53-4030;-1;0
19-3010;53-40X0;-1;0
19-3010;53-5010;-1;0
19-3010;53-5020;-1;0
19-3010;53-6020;-1;0
19-3010;53-6030;-1;0
19-3010;53-6050;-1;0
19-3010;53-60X0;-1;0
19-3010;53-7020;-1;0
19-3010;53-7030;-1;0
19-3010;53-7040;-1;0
19-3010;53-7050;-1;0
19-3010;53-7060;-1;0
19-3010;53-7070;-1;0
19-3010;53-7080;-1;0
19-3010;53-7190;-1;0
19-3010;55-1010;-1;0
19-3010;55-2010;-1;0
19-3010;55-3010;-1;0
19-3020;11-1010;-1;0
19-3020;11-1020;-1;0
19-3020;11-2010;0.9916417078776903;1
19-3020;11-2020;0.9186740924646044;3
19-3020;11-2030;-1;0
19-3020;11-3010;-1;0
19-3020;11-3020;-1;0
19-3020;11-3030;-1;0
19-3020;11-3050;-1;0
19-3020;11-3060;-1;0
19-3020;11-3070;-1;0
19-3020;11-3110;-1;0
19-3020;11-9010;-1;0
19-3020;11-9020;-1;0
19-3020;11-9030;-1;0
19-3020;11-9040;-1;0
19-3020;11-9050;-1;0
19-3020;11-9060;-1;0
19-3020;11-9070;-1;0
19-3020;11-9080;-1;0
19-3020;11-9110;-1;0
19-3020;11-9120;-1;0
19-3020;11-9140;-1;0
19-3020;11-9150;-1;0
19-3020;11-9190;-1;0
19-3020;13-1010;-1;0
19-3020;13-1020;-1;0
19-3020;13-1030;-1;0
19-3020;13-1040;-1;0
19-3020;13-1050;-1;0
19-3020;13-1070;0.9421313590980099;1
19-3020;13-1080;-1;0
19-3020;13-1110;-1;0
19-3020;13-1120;-1;0
19-3020;13-1160;-1;0
19-3020;13-2010;-1;0
19-3020;13-2020;-1;0
19-3020;13-2030;-1;0
19-3020;13-2040;-1;0
19-3020;13-2050;-1;0
19-3020;13-2060;-1;0
19-3020;13-2070;-1;0
19-3020;13-2080;-1;0
19-3020;13-2090;-1;0
19-3020;15-1110;-1;0
19-3020;15-1120;0.9350341747310009;1
19-3020;15-1130;-1;0
19-3020;15-1140;-1;0
19-3020;15-1150;-1;0
19-3020;15-2010;-1;0
19-3020;15-2030;-1;0
19-3020;15-2090;-1;0
19-3020;17-1010;-1;0
19-3020;17-1020;-1;0
19-3020;17-2010;-1;0
19-3020;17-2030;-1;0
19-3020;17-2040;-1;0
19-3020;17-2050;-1;0
19-3020;17-2060;-1;0
19-3020;17-2070;-1;0
19-3020;17-2080;-1;0
19-3020;17-2110;-1;0
19-3020;17-2130;-1;0
19-3020;17-2140;-1;0
19-3020;17-2170;-1;0
19-3020;17-2190;-1;0
19-3020;17-3010;-1;0
19-3020;17-3020;-1;0
19-3020;17-3030;-1;0
19-3020;19-1010;-1;0
19-3020;19-1020;-1;0
19-3020;19-1030;-1;0
19-3020;19-1040;-1;0
19-3020;19-2010;-1;0
19-3020;19-2020;-1;0
19-3020;19-2030;-1;0
19-3020;19-2040;-1;0
19-3020;19-2090;-1;0
19-3020;19-3010;-1;0
19-3020;19-3020;-1;0
19-3020;19-3030;-1;0
19-3020;19-3050;-1;0
19-3020;19-3090;-1;0
19-3020;19-4010;-1;0
19-3020;19-4020;-1;0
19-3020;19-4030;-1;0
19-3020;19-4090;-1;0
19-3020;21-1010;-1;0
19-3020;21-1020;-1;0
19-3020;21-1090;0.9171304056319142;1
19-3020;21-2010;-1;0
19-3020;21-2020;-1;0
19-3020;21-2090;-1;0
19-3020;23-1010;-1;0
19-3020;23-2010;-1;0
19-3020;23-2090;-1;0
19-3020;25-1000;-1;0
19-3020;25-2010;-1;0
19-3020;25-2020;0.8719476268412438;2
19-3020;25-2030;-1;0
19-3020;25-2050;-1;0
19-3020;25-3000;-1;0
19-3020;25-4010;-1;0
19-3020;25-4020;-1;0
19-3020;25-4030;-1;0
19-3020;25-9040;-1;0
19-3020;25-90X0;-1;0
19-3020;27-1010;-1;0
19-3020;27-1020;-1;0
19-3020;27-2010;-1;0
19-3020;27-2020;-1;0
19-3020;27-2030;-1;0
19-3020;27-2040;-1;0
19-3020;27-2090;-1;0
19-3020;27-3010;-1;0
19-3020;27-3020;-1;0
19-3020;27-3030;-1;0
19-3020;27-3040;-1;0
19-3020;27-3090;-1;0
19-3020;27-4010;-1;0
19-3020;27-4020;-1;0
19-3020;27-4030;-1;0
19-3020;29-1010;-1;0
19-3020;29-1030;-1;0
19-3020;29-1050;-1;0
19-3020;29-1060;-1;0
19-3020;29-1070;-1;0
19-3020;29-1120;-1;0
19-3020;29-1130;-1;0
19-3020;29-1140;-1;0
19-3020;29-1190;-1;0
19-3020;29-2010;-1;0
19-3020;29-2020;-1;0
19-3020;29-2030;-1;0
19-3020;29-2040;-1;0
19-3020;29-2050;-1;0
19-3020;29-2060;-1;0
19-3020;29-2070;-1;0
19-3020;29-2080;-1;0
19-3020;29-2090;-1;0
19-3020;29-9000;-1;0
19-3020;31-1010;-1;0
19-3020;31-2010;-1;0
19-3020;31-2020;-1;0
19-3020;31-9010;-1;0
19-3020;31-9090;-1;0
19-3020;33-1010;-1;0
19-3020;33-1020;-1;0
19-3020;33-1090;-1;0
19-3020;33-2010;-1;0
19-3020;33-3010;-1;0
19-3020;33-3020;-1;0
19-3020;33-3040;-1;0
19-3020;33-3050;-1;0
19-3020;33-9010;-1;0
19-3020;33-9020;-1;0
19-3020;33-9030;-1;0
19-3020;33-9090;-1;0
19-3020;35-1010;-1;0
19-3020;35-2010;-1;0
19-3020;35-2020;-1;0
19-3020;35-3010;-1;0
19-3020;35-3020;-1;0
19-3020;35-3030;-1;0
19-3020;35-3040;-1;0
19-3020;35-9010;-1;0
19-3020;35-9020;-1;0
19-3020;35-9030;-1;0
19-3020;37-1010;-1;0
19-3020;37-2010;-1;0
19-3020;37-2020;-1;0
19-3020;37-3010;-1;0
19-3020;39-1010;-1;0
19-3020;39-1020;-1;0
19-3020;39-2020;-1;0
19-3020;39-3010;-1;0
19-3020;39-3020;-1;0
19-3020;39-3030;-1;0
19-3020;39-3090;-1;0
19-3020;39-40X0;-1;0
19-3020;39-5010;-1;0
19-3020;39-5090;-1;0
19-3020;39-6010;-1;0
19-3020;39-7010;-1;0
19-3020;39-9010;-1;0
19-3020;39-9020;-1;0
19-3020;39-9030;-1;0
19-3020;39-9040;-1;0
19-3020;39-9090;-1;0
19-3020;41-1010;-1;0
19-3020;41-2010;-1;0
19-3020;41-2020;-1;0
19-3020;41-2030;-1;0
19-3020;41-3010;-1;0
19-3020;41-3020;-1;0
19-3020;41-3030;-1;0
19-3020;41-3040;-1;0
19-3020;41-3090;-1;0
19-3020;41-4010;0.8819270764775569;2
19-3020;41-9010;-1;0
19-3020;41-9020;-1;0
19-3020;41-9030;-1;0
19-3020;41-9040;-1;0
19-3020;41-9090;-1;0
19-3020;43-1010;-1;0
19-3020;43-2010;-1;0
19-3020;43-2020;-1;0
19-3020;43-2090;-1;0
19-3020;43-3010;-1;0
19-3020;43-3020;-1;0
19-3020;43-3030;-1;0
19-3020;43-3040;-1;0
19-3020;43-3050;-1;0
19-3020;43-3060;-1;0
19-3020;43-3070;-1;0
19-3020;43-4010;-1;0
19-3020;43-4030;-1;0
19-3020;43-4040;-1;0
19-3020;43-4050;-1;0
19-3020;43-4060;-1;0
19-3020;43-4070;-1;0
19-3020;43-4080;-1;0
19-3020;43-4110;-1;0
19-3020;43-4120;-1;0
19-3020;43-4130;-1;0
19-3020;43-4140;-1;0
19-3020;43-4150;-1;0
19-3020;43-4160;-1;0
19-3020;43-4170;-1;0
19-3020;43-4180;-1;0
19-3020;43-4190;-1;0
19-3020;43-5010;-1;0
19-3020;43-5020;-1;0
19-3020;43-5030;-1;0
19-3020;43-5040;-1;0
19-3020;43-5050;-1;0
19-3020;43-5060;-1;0
19-3020;43-5070;-1;0
19-3020;43-5080;-1;0
19-3020;43-5110;-1;0
19-3020;43-6010;0.4746016193079264;1
19-3020;43-9010;-1;0
19-3020;43-9020;-1;0
19-3020;43-9040;-1;0
19-3020;43-9050;-1;0
19-3020;43-9060;-1;0
19-3020;43-9070;-1;0
19-3020;43-9080;-1;0
19-3020;43-9110;-1;0
19-3020;43-9190;-1;0
19-3020;45-1010;-1;0
19-3020;45-2010;-1;0
19-3020;45-2040;-1;0
19-3020;45-2090;-1;0
19-3020;45-3010;-1;0
19-3020;45-4010;-1;0
19-3020;45-4020;-1;0
19-3020;47-1010;-1;0
19-3020;47-2010;-1;0
19-3020;47-2020;-1;0
19-3020;47-2030;-1;0
19-3020;47-2040;-1;0
19-3020;47-2050;-1;0
19-3020;47-2060;-1;0
19-3020;47-2070;-1;0
19-3020;47-2080;-1;0
19-3020;47-2110;-1;0
19-3020;47-2120;-1;0
19-3020;47-2130;-1;0
19-3020;47-2140;-1;0
19-3020;47-2150;-1;0
19-3020;47-2160;-1;0
19-3020;47-2170;-1;0
19-3020;47-2180;-1;0
19-3020;47-2210;-1;0
19-3020;47-2220;-1;0
19-3020;47-3010;-1;0
19-3020;47-4010;-1;0
19-3020;47-4020;-1;0
19-3020;47-4030;-1;0
19-3020;47-4050;-1;0
19-3020;47-4090;-1;0
19-3020;47-5010;-1;0
19-3020;47-5020;-1;0
19-3020;47-5030;-1;0
19-3020;47-5040;-1;0
19-3020;47-50X0;-1;0
19-3020;49-1010;-1;0
19-3020;49-2010;-1;0
19-3020;49-2020;-1;0
19-3020;49-2090;-1;0
19-3020;49-3010;-1;0
19-3020;49-3020;-1;0
19-3020;49-3030;-1;0
19-3020;49-3040;-1;0
19-3020;49-3050;-1;0
19-3020;49-3090;-1;0
19-3020;49-9010;-1;0
19-3020;49-9020;-1;0
19-3020;49-9030;-1;0
19-3020;49-9040;-1;0
19-3020;49-9050;-1;0
19-3020;49-9060;-1;0
19-3020;49-9070;-1;0
19-3020;49-9090;-1;0
19-3020;51-1010;-1;0
19-3020;51-2010;-1;0
19-3020;51-2020;-1;0
19-3020;51-2030;-1;0
19-3020;51-2040;-1;0
19-3020;51-2090;-1;0
19-3020;51-3010;-1;0
19-3020;51-3020;-1;0
19-3020;51-3090;-1;0
19-3020;51-4010;-1;0
19-3020;51-4020;-1;0
19-3020;51-4030;-1;0
19-3020;51-4040;-1;0
19-3020;51-4050;-1;0
19-3020;51-4060;-1;0
19-3020;51-4070;-1;0
19-3020;51-4110;-1;0
19-3020;51-4120;-1;0
19-3020;51-4190;-1;0
19-3020;51-5110;-1;0
19-3020;51-6010;-1;0
19-3020;51-6020;-1;0
19-3020;51-6030;-1;0
19-3020;51-6040;-1;0
19-3020;51-6050;-1;0
19-3020;51-6060;-1;0
19-3020;51-6090;-1;0
19-3020;51-7010;-1;0
19-3020;51-7020;-1;0
19-3020;51-7040;-1;0
19-3020;51-8010;-1;0
19-3020;51-8020;-1;0
19-3020;51-8030;-1;0
19-3020;51-8090;-1;0
19-3020;51-9010;-1;0
19-3020;51-9020;-1;0
19-3020;51-9030;-1;0
19-3020;51-9040;-1;0
19-3020;51-9050;-1;0
19-3020;51-9060;-1;0
19-3020;51-9070;-1;0
19-3020;51-9080;-1;0
19-3020;51-9110;-1;0
19-3020;51-9120;-1;0
19-3020;51-9150;-1;0
19-3020;51-9190;-1;0
19-3020;53-1000;-1;0
19-3020;53-2010;-1;0
19-3020;53-2020;-1;0
19-3020;53-2030;-1;0
19-3020;53-3010;-1;0
19-3020;53-3020;-1;0
19-3020;53-3030;-1;0
19-3020;53-3040;-1;0
19-3020;53-3090;-1;0
19-3020;53-4010;-1;0
19-3020;53-4020;-1;0
19-3020;53-4030;-1;0
19-3020;53-40X0;-1;0
19-3020;53-5010;-1;0
19-3020;53-5020;-1;0
19-3020;53-6020;-1;0
19-3020;53-6030;-1;0
19-3020;53-6050;-1;0
19-3020;53-60X0;-1;0
19-3020;53-7020;-1;0
19-3020;53-7030;-1;0
19-3020;53-7040;-1;0
19-3020;53-7050;-1;0
19-3020;53-7060;-1;0
19-3020;53-7070;-1;0
19-3020;53-7080;-1;0
19-3020;53-7190;-1;0
19-3020;55-1010;-1;0
19-3020;55-2010;-1;0
19-3020;55-3010;-1;0
19-3030;11-1010;-1;0
19-3030;11-1020;-1;0
19-3030;11-2010;-1;0
19-3030;11-2020;-1;0
19-3030;11-2030;-1;0
19-3030;11-3010;-1;0
19-3030;11-3020;-1;0
19-3030;11-3030;-1;0
19-3030;11-3050;-1;0
19-3030;11-3060;-1;0
19-3030;11-3070;-1;0
19-3030;11-3110;-1;0
19-3030;11-9010;-1;0
19-3030;11-9020;-1;0
19-3030;11-9030;0.8591677503250975;1
19-3030;11-9040;-1;0
19-3030;11-9050;-1;0
19-3030;11-9060;-1;0
19-3030;11-9070;-1;0
19-3030;11-9080;-1;0
19-3030;11-9110;-1;0
19-3030;11-9120;-1;0
19-3030;11-9140;-1;0
19-3030;11-9150;-1;0
19-3030;11-9190;0.3443347437705689;2
19-3030;13-1010;-1;0
19-3030;13-1020;-1;0
19-3030;13-1030;-1;0
19-3030;13-1040;-1;0
19-3030;13-1050;-1;0
19-3030;13-1070;-1;0
19-3030;13-1080;-1;0
19-3030;13-1110;-1;0
19-3030;13-1120;-1;0
19-3030;13-1160;-1;0
19-3030;13-2010;-1;0
19-3030;13-2020;-1;0
19-3030;13-2030;-1;0
19-3030;13-2040;-1;0
19-3030;13-2050;-1;0
19-3030;13-2060;-1;0
19-3030;13-2070;-1;0
19-3030;13-2080;-1;0
19-3030;13-2090;-1;0
19-3030;15-1110;-1;0
19-3030;15-1120;-1;0
19-3030;15-1130;-1;0
19-3030;15-1140;-1;0
19-3030;15-1150;-1;0
19-3030;15-2010;-1;0
19-3030;15-2030;-1;0
19-3030;15-2090;-1;0
19-3030;17-1010;-1;0
19-3030;17-1020;-1;0
19-3030;17-2010;-1;0
19-3030;17-2030;-1;0
19-3030;17-2040;-1;0
19-3030;17-2050;-1;0
19-3030;17-2060;-1;0
19-3030;17-2070;-1;0
19-3030;17-2080;-1;0
19-3030;17-2110;-1;0
19-3030;17-2130;-1;0
19-3030;17-2140;-1;0
19-3030;17-2170;-1;0
19-3030;17-2190;-1;0
19-3030;17-3010;-1;0
19-3030;17-3020;-1;0
19-3030;17-3030;-1;0
19-3030;19-1010;-1;0
19-3030;19-1020;-1;0
19-3030;19-1030;-1;0
19-3030;19-1040;-1;0
19-3030;19-2010;-1;0
19-3030;19-2020;-1;0
19-3030;19-2030;-1;0
19-3030;19-2040;-1;0
19-3030;19-2090;-1;0
19-3030;19-3010;-1;0
19-3030;19-3020;-1;0
19-3030;19-3030;-1;0
19-3030;19-3050;-1;0
19-3030;19-3090;-1;0
19-3030;19-4010;-1;0
19-3030;19-4020;-1;0
19-3030;19-4030;-1;0
19-3030;19-4090;-1;0
19-3030;21-1010;-1;0
19-3030;21-1020;0.9570856575750316;5
19-3030;21-1090;-1;0
19-3030;21-2010;0.9381820646648139;1
19-3030;21-2020;-1;0
19-3030;21-2090;-1;0
19-3030;23-1010;-1;0
19-3030;23-2010;-1;0
19-3030;23-2090;-1;0
19-3030;25-1000;-1;0
19-3030;25-2010;-1;0
19-3030;25-2020;0.6439001954697022;1
19-3030;25-2030;-1;0
19-3030;25-2050;-1;0
19-3030;25-3000;-1;0
19-3030;25-4010;-1;0
19-3030;25-4020;-1;0
19-3030;25-4030;-1;0
19-3030;25-9040;-1;0
19-3030;25-90X0;-1;0
19-3030;27-1010;0.9532754969601749;1
19-3030;27-1020;-1;0
19-3030;27-2010;-1;0
19-3030;27-2020;-1;0
19-3030;27-2030;-1;0
19-3030;27-2040;-1;0
19-3030;27-2090;-1;0
19-3030;27-3010;-1;0
19-3030;27-3020;-1;0
19-3030;27-3030;-1;0
19-3030;27-3040;-1;0
19-3030;27-3090;-1;0
19-3030;27-4010;-1;0
19-3030;27-4020;-1;0
19-3030;27-4030;-1;0
19-3030;29-1010;-1;0
19-3030;29-1030;-1;0
19-3030;29-1050;-1;0
19-3030;29-1060;0.984178752341961;2
19-3030;29-1070;-1;0
19-3030;29-1120;-1;0
19-3030;29-1130;-1;0
19-3030;29-1140;0.7550945249202061;1
19-3030;29-1190;-1;0
19-3030;29-2010;-1;0
19-3030;29-2020;-1;0
19-3030;29-2030;-1;0
19-3030;29-2040;-1;0
19-3030;29-2050;-1;0
19-3030;29-2060;-1;0
19-3030;29-2070;-1;0
19-3030;29-2080;-1;0
19-3030;29-2090;-1;0
19-3030;29-9000;-1;0
19-3030;31-1010;-1;0
19-3030;31-2010;-1;0
19-3030;31-2020;-1;0
19-3030;31-9010;-1;0
19-3030;31-9090;0.8523029085962298;2
19-3030;33-1010;-1;0
19-3030;33-1020;-1;0
19-3030;33-1090;-1;0
19-3030;33-2010;-1;0
19-3030;33-3010;-1;0
19-3030;33-3020;-1;0
19-3030;33-3040;-1;0
19-3030;33-3050;-1;0
19-3030;33-9010;-1;0
19-3030;33-9020;-1;0
19-3030;33-9030;-1;0
19-3030;33-9090;-1;0
19-3030;35-1010;-1;0
19-3030;35-2010;-1;0
19-3030;35-2020;-1;0
19-3030;35-3010;-1;0
19-3030;35-3020;-1;0
19-3030;35-3030;-1;0
19-3030;35-3040;-1;0
19-3030;35-9010;-1;0
19-3030;35-9020;-1;0
19-3030;35-9030;-1;0
19-3030;37-1010;-1;0
19-3030;37-2010;-1;0
19-3030;37-2020;-1;0
19-3030;37-3010;-1;0
19-3030;39-1010;-1;0
19-3030;39-1020;-1;0
19-3030;39-2020;-1;0
19-3030;39-3010;-1;0
19-3030;39-3020;-1;0
19-3030;39-3030;-1;0
19-3030;39-3090;-1;0
19-3030;39-40X0;-1;0
19-3030;39-5010;-1;0
19-3030;39-5090;-1;0
19-3030;39-6010;-1;0
19-3030;39-7010;-1;0
19-3030;39-9010;-1;0
19-3030;39-9020;-1;0
19-3030;39-9030;-1;0
19-3030;39-9040;-1;0
19-3030;39-9090;-1;0
19-3030;41-1010;-1;0
19-3030;41-2010;-1;0
19-3030;41-2020;-1;0
19-3030;41-2030;-1;0
19-3030;41-3010;-1;0
19-3030;41-3020;-1;0
19-3030;41-3030;-1;0
19-3030;41-3040;-1;0
19-3030;41-3090;-1;0
19-3030;41-4010;-1;0
19-3030;41-9010;-1;0
19-3030;41-9020;0.9074747339981989;1
19-3030;41-9030;-1;0
19-3030;41-9040;-1;0
19-3030;41-9090;-1;0
19-3030;43-1010;-1;0
19-3030;43-2010;-1;0
19-3030;43-2020;-1;0
19-3030;43-2090;-1;0
19-3030;43-3010;-1;0
19-3030;43-3020;-1;0
19-3030;43-3030;0.5539372860170644;1
19-3030;43-3040;-1;0
19-3030;43-3050;-1;0
19-3030;43-3060;-1;0
19-3030;43-3070;-1;0
19-3030;43-4010;-1;0
19-3030;43-4030;-1;0
19-3030;43-4040;-1;0
19-3030;43-4050;-1;0
19-3030;43-4060;-1;0
19-3030;43-4070;-1;0
19-3030;43-4080;-1;0
19-3030;43-4110;-1;0
19-3030;43-4120;-1;0
19-3030;43-4130;-1;0
19-3030;43-4140;-1;0
19-3030;43-4150;-1;0
19-3030;43-4160;-1;0
19-3030;43-4170;-1;0
19-3030;43-4180;-1;0
19-3030;43-4190;-1;0
19-3030;43-5010;-1;0
19-3030;43-5020;-1;0
19-3030;43-5030;-1;0
19-3030;43-5040;-1;0
19-3030;43-5050;-1;0
19-3030;43-5060;-1;0
19-3030;43-5070;-1;0
19-3030;43-5080;-1;0
19-3030;43-5110;-1;0
19-3030;43-6010;-1;0
19-3030;43-9010;-1;0
19-3030;43-9020;-1;0
19-3030;43-9040;-1;0
19-3030;43-9050;-1;0
19-3030;43-9060;-1;0
19-3030;43-9070;-1;0
19-3030;43-9080;-1;0
19-3030;43-9110;-1;0
19-3030;43-9190;-1;0
19-3030;45-1010;-1;0
19-3030;45-2010;-1;0
19-3030;45-2040;-1;0
19-3030;45-2090;-1;0
19-3030;45-3010;-1;0
19-3030;45-4010;-1;0
19-3030;45-4020;-1;0
19-3030;47-1010;-1;0
19-3030;47-2010;-1;0
19-3030;47-2020;-1;0
19-3030;47-2030;-1;0
19-3030;47-2040;-1;0
19-3030;47-2050;-1;0
19-3030;47-2060;-1;0
19-3030;47-2070;-1;0
19-3030;47-2080;-1;0
19-3030;47-2110;-1;0
19-3030;47-2120;-1;0
19-3030;47-2130;-1;0
19-3030;47-2140;-1;0
19-3030;47-2150;-1;0
19-3030;47-2160;-1;0
19-3030;47-2170;-1;0
19-3030;47-2180;-1;0
19-3030;47-2210;-1;0
19-3030;47-2220;-1;0
19-3030;47-3010;-1;0
19-3030;47-4010;-1;0
19-3030;47-4020;-1;0
19-3030;47-4030;-1;0
19-3030;47-4050;-1;0
19-3030;47-4090;-1;0
19-3030;47-5010;-1;0
19-3030;47-5020;-1;0
19-3030;47-5030;-1;0
19-3030;47-5040;-1;0
19-3030;47-50X0;-1;0
19-3030;49-1010;-1;0
19-3030;49-2010;-1;0
19-3030;49-2020;-1;0
19-3030;49-2090;-1;0
19-3030;49-3010;-1;0
19-3030;49-3020;-1;0
19-3030;49-3030;-1;0
19-3030;49-3040;-1;0
19-3030;49-3050;-1;0
19-3030;49-3090;-1;0
19-3030;49-9010;-1;0
19-3030;49-9020;-1;0
19-3030;49-9030;-1;0
19-3030;49-9040;-1;0
19-3030;49-9050;-1;0
19-3030;49-9060;-1;0
19-3030;49-9070;-1;0
19-3030;49-9090;-1;0
19-3030;51-1010;-1;0
19-3030;51-2010;-1;0
19-3030;51-2020;-1;0
19-3030;51-2030;-1;0
19-3030;51-2040;-1;0
19-3030;51-2090;-1;0
19-3030;51-3010;-1;0
19-3030;51-3020;-1;0
19-3030;51-3090;-1;0
19-3030;51-4010;-1;0
19-3030;51-4020;-1;0
19-3030;51-4030;-1;0
19-3030;51-4040;-1;0
19-3030;51-4050;-1;0
19-3030;51-4060;-1;0
19-3030;51-4070;-1;0
19-3030;51-4110;-1;0
19-3030;51-4120;-1;0
19-3030;51-4190;-1;0
19-3030;51-5110;-1;0
19-3030;51-6010;-1;0
19-3030;51-6020;-1;0
19-3030;51-6030;-1;0
19-3030;51-6040;-1;0
19-3030;51-6050;-1;0
19-3030;51-6060;-1;0
19-3030;51-6090;-1;0
19-3030;51-7010;-1;0
19-3030;51-7020;0.9920579629371604;1
19-3030;51-7040;-1;0
19-3030;51-8010;-1;0
19-3030;51-8020;-1;0
19-3030;51-8030;-1;0
19-3030;51-8090;-1;0
19-3030;51-9010;-1;0
19-3030;51-9020;-1;0
19-3030;51-9030;-1;0
19-3030;51-9040;-1;0
19-3030;51-9050;-1;0
19-3030;51-9060;-1;0
19-3030;51-9070;-1;0
19-3030;51-9080;-1;0
19-3030;51-9110;-1;0
19-3030;51-9120;-1;0
19-3030;51-9150;-1;0
19-3030;51-9190;-1;0
19-3030;53-1000;-1;0
19-3030;53-2010;-1;0
19-3030;53-2020;-1;0
19-3030;53-2030;-1;0
19-3030;53-3010;-1;0
19-3030;53-3020;-1;0
19-3030;53-3030;-1;0
19-3030;53-3040;-1;0
19-3030;53-3090;-1;0
19-3030;53-4010;-1;0
19-3030;53-4020;-1;0
19-3030;53-4030;-1;0
19-3030;53-40X0;-1;0
19-3030;53-5010;-1;0
19-3030;53-5020;-1;0
19-3030;53-6020;-1;0
19-3030;53-6030;-1;0
19-3030;53-6050;-1;0
19-3030;53-60X0;-1;0
19-3030;53-7020;-1;0
19-3030;53-7030;-1;0
19-3030;53-7040;-1;0
19-3030;53-7050;-1;0
19-3030;53-7060;-1;0
19-3030;53-7070;-1;0
19-3030;53-7080;-1;0
19-3030;53-7190;-1;0
19-3030;55-1010;-1;0
19-3030;55-2010;-1;0
19-3030;55-3010;-1;0
19-3050;11-1010;-1;0
19-3050;11-1020;-1;0
19-3050;11-2010;-1;0
19-3050;11-2020;-1;0
19-3050;11-2030;-1;0
19-3050;11-3010;-1;0
19-3050;11-3020;-1;0
19-3050;11-3030;-1;0
19-3050;11-3050;-1;0
19-3050;11-3060;-1;0
19-3050;11-3070;-1;0
19-3050;11-3110;-1;0
19-3050;11-9010;-1;0
19-3050;11-9020;-1;0
19-3050;11-9030;-1;0
19-3050;11-9040;-1;0
19-3050;11-9050;-1;0
19-3050;11-9060;-1;0
19-3050;11-9070;-1;0
19-3050;11-9080;-1;0
19-3050;11-9110;-1;0
19-3050;11-9120;-1;0
19-3050;11-9140;-1;0
19-3050;11-9150;-1;0
19-3050;11-9190;-1;0
19-3050;13-1010;-1;0
19-3050;13-1020;-1;0
19-3050;13-1030;-1;0
19-3050;13-1040;-1;0
19-3050;13-1050;-1;0
19-3050;13-1070;-1;0
19-3050;13-1080;-1;0
19-3050;13-1110;-1;0
19-3050;13-1120;-1;0
19-3050;13-1160;-1;0
19-3050;13-2010;-1;0
19-3050;13-2020;-1;0
19-3050;13-2030;-1;0
19-3050;13-2040;-1;0
19-3050;13-2050;-1;0
19-3050;13-2060;-1;0
19-3050;13-2070;-1;0
19-3050;13-2080;-1;0
19-3050;13-2090;-1;0
19-3050;15-1110;-1;0
19-3050;15-1120;-1;0
19-3050;15-1130;-1;0
19-3050;15-1140;-1;0
19-3050;15-1150;-1;0
19-3050;15-2010;-1;0
19-3050;15-2030;-1;0
19-3050;15-2090;-1;0
19-3050;17-1010;0.9989513789366983;2
19-3050;17-1020;-1;0
19-3050;17-2010;-1;0
19-3050;17-2030;-1;0
19-3050;17-2040;-1;0
19-3050;17-2050;-1;0
19-3050;17-2060;-1;0
19-3050;17-2070;-1;0
19-3050;17-2080;-1;0
19-3050;17-2110;-1;0
19-3050;17-2130;-1;0
19-3050;17-2140;-1;0
19-3050;17-2170;-1;0
19-3050;17-2190;-1;0
